Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Recreational property to rent• 6 ložnic without real estateVrbno pod Pradědem - Železná pod Pradědem, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/687714-nabidka-pronajem-chaty-chalupy-vrbno-pod-pradedem,Sale,,,,,,,,,"{""Name"": ""Chata Železná 83"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Vrbno pod Pradědem"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""6 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateVelký Vřešťov, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/703291-nabidka-pronajem-chaty-chalupy-velky-vrestov,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronájmu"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Velký Vřešťov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateFrymburk, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/702209-nabidka-pronajem-chaty-chalupy-posudov,Sale,,,,,,,,,"{""Name"": ""Chata k pronajmutí"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Posudov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateHejnice, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/702208-nabidka-pronajem-chaty-chalupy-hejnice-ferdinandov,Sale,,,,,,,,,"{""Name"": ""Chalupa pod Ořešníkem"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Hejnice - Ferdinandov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""6 až 28 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateMetylovice, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702967-nabidka-pronajem-chaty-chalupy-metylovice,Sale,,,,,,,,,"{""Name"": ""Chalupa U Lesa"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Metylovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 5 ložnic without real estateBořetice - Bořetice u Hustopečí, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/822489-nabidka-pronajem-chaty-chalupy-boretice,Sale,,,,,,,,,"{""Name"": ""Rekreační dům Zdeněk"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Bořetice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""8 až 12 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateHorní Stropnice - Svébohy, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/831750-nabidka-pronajem-chaty-chalupy-humenice,Sale,,,,,,,,,"{""Name"": ""Chatka u Terčina údolí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Humenice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 1 ložnice without real estatePrušánky, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/702212-nabidka-pronajem-chaty-chalupy-prusanky-nechory,Sale,,,,,,,,,"{""Name"": ""Vinný sklep U Bolfíků"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Prušánky - Nechory"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 7 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateHranice u Nových Hradů, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/676645-nabidka-pronajem-chaty-chalupy-trpnouze,Sale,,,,,,,,,"{""Name"": ""Pohoda u lesa"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Trpnouze"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 17 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 10 ložnic without real estatePodhradí u Jičína, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/702392-nabidka-pronajem-chaty-chalupy-podhradi-u-jicina,Sale,,,,,,,,,"{""Name"": ""Vila Český ráj"", ""Bedroom"": ""10 ložnic"", ""Town"": ""Podhradí u Jičína"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""14 až 26 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 4 ložnice without real estateSedlec-Prčice - Prčice, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/676665-nabidka-pronajem-chaty-chalupy-prcice,Sale,,,,,,,,,"{""Name"": ""Chalupa u Nováků"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Prčice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateKovářská - Kovářská, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/851521-nabidka-pronajem-chaty-chalupy-kovarska,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Kovářská"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateBořanovice u Vimperka, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/676617-nabidka-pronajem-chaty-chalupy-boranovice,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Bořanovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateZámostí-Blata - Zámostí, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/674847-nabidka-pronajem-chaty-chalupy-zamosti-blata,Sale,,,,,,,,,"{""Name"": ""Chalupa na Horce"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Zámostí-Blata"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 12 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateDolní Poustevna - Horní Poustevna, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/715761-nabidka-pronajem-chaty-chalupy-horni-poustevna,Sale,,,,,,,,,"{""Name"": ""Chalupa Poustevnik"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Horni Poustevna"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 11 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 8 ložnic without real estateRejštejn - Rejštejn, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/813752-nabidka-pronajem-chaty-chalupy-rejstejn,Sale,,,,,,,,,"{""Name"": ""Fara Rejštejn"", ""Bedroom"": ""8 ložnic"", ""Town"": ""Rejštejn"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 24 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateCotkytle - Cotkytle, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/819915-nabidka-pronajem-chaty-chalupy-cotkytle,Sale,,,,,,,,,"{""Name"": ""Chalupa Kovárna"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Cotkytle"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""4 až 11 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 6 ložnic without real estateBořetice u Hustopečí, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/702214-nabidka-pronajem-chaty-chalupy-boretice,Sale,,,,,,,,,"{""Name"": ""Ubytování Chalůpky"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Bořetice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""13 až 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateÚsobí, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/791339-nabidka-pronajem-chaty-chalupy-usobi,Sale,,,,,,,,,"{""Name"": ""Wellness chata"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Úsobí"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 4 ložnice without real estateZdounky - Divoky, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/862481-nabidka-pronajem-chaty-chalupy-zdounky,Sale,,,,,,,,,"{""Name"": ""Penzion Pod Chřiby"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Zdounky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 20 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateBenešov nad Černou - Dluhoště, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/875476-nabidka-pronajem-chaty-chalupy-benesov-nad-cernou-daleke-popelice,Sale,,,,,,,,,"{""Name"": ""Myslivna Pod Kohoutem"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Benešov nad Černou - Daleké Popelice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""9 až 24 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateČerný Důl - Černý Důl, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/803397-nabidka-pronajem-chaty-chalupy-cerny-dul,Sale,,,,,,,,,"{""Name"": ""Černý Důl 241"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Černý Důl"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 15 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateKlokočov, Žilinský Region",https://www.bezrealitky.com/properties-flats-houses/702232-nabidka-pronajem-chaty-chalupy-stare-hamry-osada-bily-kriz,Sale,,,,,,,,,"{""Name"": ""Horská chata Bílý Kříž"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Staré Hamry - osada Bílý Kříž"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateŽacléř - Bobr, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/827226-nabidka-pronajem-chaty-chalupy-zacler-bobr,Sale,,,,,,,,,"{""Name"": ""Chata Bobr"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Žacléř - Bobr"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateAlbrechtice nad Vltavou, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/769046-nabidka-pronajem-chaty-chalupy-albrechtice-nad-vltavou-ujezd,Sale,,,,,,,,,"{""Name"": ""Hausbot Kořensko - Orlík"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Albrechtice nad Vltavou - Újezd"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateMírová pod Kozákovem - Bělá u Turnova, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/899971-nabidka-pronajem-chaty-chalupy-chloumek,Sale,,,,,,,,,"{""Name"": ""Chalupa Chlumanda"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Chloumek"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKomorní Lhotka, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/774122-nabidka-pronajem-chaty-chalupy-komorni-lhotka,Sale,,,,,,,,,"{""Name"": ""Chalupa Pomněnka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Komorní Lhotka"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateTichov - Tichov, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/853414-nabidka-pronajem-chaty-chalupy-tichov,Sale,,,,,,,,,"{""Name"": ""Chata Tanečnice"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Tichov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 5 ložnic without real estateJindřichovice pod Smrkem, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/675595-nabidka-pronajem-chaty-chalupy-jiindrichovice-pod-smrkem,Sale,,,,,,,,,"{""Name"": ""Svobodům"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Jiindřichovice pod Smrkem"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 28 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateStřílky, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/702220-nabidka-pronajem-chaty-chalupy-strilky,Sale,,,,,,,,,"{""Name"": ""Penzion Helena"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Střílky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""8 až 15 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateStřílky, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/675247-nabidka-pronajem-chaty-chalupy-strilky,Sale,,,,,,,,,"{""Name"": ""Chata Helena"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Střílky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHorní Maršov - Dolní Lysečiny, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/773799-nabidka-pronajem-chaty-chalupy-horni-marsov-dolni-lyseciny,Sale,,,,,,,,,"{""Name"": ""CHALUPA NA HORÁCH"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Horní Maršov - Dolní Lysečiny"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 7 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateDobrá Voda - Rohovka, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/676911-nabidka-pronajem-chaty-chalupy-rohovka,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronajmutí"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Rohovka"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 7 ložnic without real estateBohutín, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/702328-nabidka-pronajem-chaty-chalupy-bohutin,Sale,,,,,,,,,"{""Name"": ""Chalupa pro děti POULE/ILDAM"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Bohutín"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 26 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateBorovnice u Jimramova, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/675154-nabidka-pronajem-chaty-chalupy-borovnice-u-jimramova,Sale,,,,,,,,,"{""Name"": ""UBYTOVACÍ HOSTINEC"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Borovnice u Jimramova"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 23 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateČerná v Pošumaví, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/722894-nabidka-pronajem-chaty-chalupy-cerna-v-posumavi-planicka,Sale,,,,,,,,,"{""Name"": ""Stadel Lipno"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Černá v Pošumaví - Plánička"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 16 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateMikulášovice, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/702708-nabidka-pronajem-chaty-chalupy-mikulasovice,Sale,,,,,,,,,"{""Name"": ""Ubytování u Elišky"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Mikulášovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateDolní Lomná, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/701961-nabidka-pronajem-chaty-chalupy-dolni-lomna,Sale,,,,,,,,,"{""Name"": ""Chalupa k pronájmu"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Dolní Lomná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""5 až 17 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateMilovice u Mikulova, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/702245-nabidka-pronajem-chaty-chalupy-milovice,Sale,,,,,,,,,"{""Name"": ""Ubytování Na pohodu"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Milovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 20 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateOstružná, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/674277-nabidka-pronajem-chaty-chalupy-ramzova,Sale,,,,,,,,,"{""Name"": ""Chata U Javoru"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Ramzová"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 25 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
